lic_ticker,lic_name,month_year,year,share_price,pre_tax_nta,post_tax_nta,sp_vs_pre_tax_nta,sp_vs_post_tax_nta,lic_id
FGX,Future Generation Australia,Feb-23,2023,1.17,1.31,1.27,-10.72,-8.21,
FGX,Future Generation Australia,Mar-23,2023,1.16,1.31,1.27,-11.16,-8.75,
FGX,Future Generation Australia,Apr-23,2023,1.12,1.33,1.26,-15.73,-10.76,
FGX,Future Generation Australia,May-23,2023,1.09,1.26,1.24,-14.13,-12.26,
FGX,Future Generation Australia,Jun-23,2023,1.12,1.29,1.25,-12.89,-10.54,
FGX,Future Generation Australia,Jul-23,2023,1.16,1.33,1.29,-12.99,-10.42,
FGX,Future Generation Australia,Aug-23,2023,1.16,1.32,1.29,-12.12,-10.08,
FGG,Future Generation Global,Sep-15,2015,1.09,1.06,1.07,2.62,1.53,
FGG,Future Generation Global,Oct-15,2015,1.1,1.1,1.1,-0.03,-0.02,
FGG,Future Generation Global,Nov-15,2015,1.16,1.08,1.09,7.43,6.82,
FGG,Future Generation Global,Dec-15,2015,1.17,1.06,1.07,10.1,8.95,
FGG,Future Generation Global,Jan-16,2016,1.16,1.04,1.06,11.67,9.73,
FGG,Future Generation Global,Feb-16,2016,1.13,1.03,1.05,9.76,7.4,
FGG,Future Generation Global,Mar-16,2016,1.12,1.01,1.04,10.2,7.4,
FGG,Future Generation Global,Apr-16,2016,1.11,1.03,1.05,8.14,5.88,
FGG,Future Generation Global,May-16,2016,1.08,1.08,1.09,-0.4,-0.83,
FGG,Future Generation Global,Jun-16,2016,1.06,1.04,1.06,1.5,-0.25,
FGG,Future Generation Global,Jul-16,2016,1.05,1.06,1.07,-1.53,-2.59,
FGG,Future Generation Global,Aug-16,2016,1.05,1.08,1.09,-2.71,-3.27,
FGG,Future Generation Global,Sep-16,2016,1.05,1.07,1.08,-1.74,-2.68,
FGG,Future Generation Global,Oct-16,2016,1.07,1.04,1.06,2.03,0.61,
FGG,Future Generation Global,Nov-16,2016,1.05,1.07,1.08,-1.97,-2.56,
FGG,Future Generation Global,Dec-16,2016,1.07,1.1,1.1,-3.49,-3.21,
FGG,Future Generation Global,Jan-17,2017,1.06,1.08,1.08,-1.75,-2.12,
FGG,Future Generation Global,Feb-17,2017,1.04,1.09,1.09,-4.82,-4.96,
FGG,Future Generation Global,Mar-17,2017,1.06,1.11,1.1,-4.48,-4.04,
FGG,Future Generation Global,Apr-17,2017,1.04,1.15,1.13,-9.64,-8.24,
FGG,Future Generation Global,May-17,2017,1.08,1.17,1.16,-8,-6.49,
FGG,Future Generation Global,Jun-17,2017,1.08,1.15,1.14,-5.81,-4.92,
FGG,Future Generation Global,Jul-17,2017,1.11,1.13,1.12,-2,-1.72,
FGG,Future Generation Global,Aug-17,2017,1.09,1.14,1.13,-4.24,-3.7,
FGG,Future Generation Global,Sep-17,2017,1.1,1.17,1.15,-5.84,-4.63,
FGG,Future Generation Global,Oct-17,2017,1.13,1.21,1.18,-6.95,-4.7,
FGG,Future Generation Global,Nov-17,2017,1.21,1.24,1.21,-2.71,0.36,
FGG,Future Generation Global,Dec-17,2017,1.26,1.22,1.19,3.36,6.09,
FGG,Future Generation Global,Jan-18,2018,1.26,1.24,1.2,1.77,4.85,
FGG,Future Generation Global,Feb-18,2018,1.23,1.26,1.22,-2.5,0.9,
FGG,Future Generation Global,Mar-18,2018,1.23,1.27,1.22,-3.08,0.45,
FGG,Future Generation Global,Apr-18,2018,1.29,1.29,1.24,0.02,3.9,
FGG,Future Generation Global,May-18,2018,1.32,1.31,1.26,0.38,4.67,
FGG,Future Generation Global,Jun-18,2018,1.36,1.33,1.27,1.92,6.75,
FGG,Future Generation Global,Jul-18,2018,1.4,1.35,1.29,3.3,8.45,
FGG,Future Generation Global,Aug-18,2018,1.39,1.4,1.31,-0.64,6.14,
FGG,Future Generation Global,Sep-18,2018,1.39,1.39,1.31,-0.45,5.64,
FGG,Future Generation Global,Oct-18,2018,1.34,1.31,1.27,2.01,5.4,
FGG,Future Generation Global,Nov-18,2018,1.29,1.28,1.25,0.02,2.71,
FGG,Future Generation Global,Dec-18,2018,1.33,1.27,1.24,5.11,7.47,
FGG,Future Generation Global,Jan-19,2019,1.37,1.29,1.26,5.74,8.72,
FGG,Future Generation Global,Feb-19,2019,1.37,1.34,1.3,1.76,5.38,
FGG,Future Generation Global,Mar-19,2019,1.37,1.34,1.29,2.32,5.91,
FGG,Future Generation Global,Apr-19,2019,1.4,1.38,1.33,1.31,5.26,
FGG,Future Generation Global,May-19,2019,1.34,1.36,1.31,-1.26,2.37,
FGG,Future Generation Global,Jun-19,2019,1.32,1.41,1.34,-6.12,-1.73,
FGG,Future Generation Global,Jul-19,2019,1.38,1.43,1.36,-4.04,0.92,
FGG,Future Generation Global,Aug-19,2019,1.3,1.43,1.36,-8.93,-4.31,
FGG,Future Generation Global,Sep-19,2019,1.3,1.42,1.35,-8.71,-3.97,
FGG,Future Generation Global,Oct-19,2019,1.28,1.42,1.34,-10.19,-4.59,
FGG,Future Generation Global,Nov-19,2019,1.27,1.48,1.39,-14.35,-8.8,
FGG,Future Generation Global,Dec-19,2019,1.28,1.47,1.39,-13.37,-8.31,
FGG,Future Generation Global,Jan-20,2020,1.26,1.54,1.44,-17.94,-12.21,
FGG,Future Generation Global,Feb-20,2020,1.17,1.51,1.42,-22.72,-17.59,
FGG,Future Generation Global,Mar-20,2020,1.08,1.39,1.33,-22.6,-19.3,
FGG,Future Generation Global,Apr-20,2020,1.13,1.43,1.36,-21.12,-17.18,
FGG,Future Generation Global,May-20,2020,1.18,1.48,1.39,-20.49,-15.73,
FGG,Future Generation Global,Jun-20,2020,1.15,1.47,1.39,-22.05,-17.51,
FGG,Future Generation Global,Jul-20,2020,1.22,1.51,1.41,-18.94,-13.69,
FGG,Future Generation Global,Aug-20,2020,1.3,1.56,1.45,-16.4,-10.26,
FGG,Future Generation Global,Sep-20,2020,1.31,1.57,1.46,-16.8,-10.41,
FGG,Future Generation Global,Oct-20,2020,1.35,1.58,1.45,-14.93,-7.04,
FGG,Future Generation Global,Nov-20,2020,1.49,1.62,1.49,-8.57,-0.44,
FGG,Future Generation Global,Dec-20,2020,1.5,1.62,1.5,-7.68,-0.33,
FGG,Future Generation Global,Jan-21,2021,1.49,1.62,1.51,-8.18,-1.01,
FGG,Future Generation Global,Feb-21,2021,1.41,1.66,1.53,-15.21,-8.11,
FGG,Future Generation Global,Mar-21,2021,1.5,1.67,1.54,-10.15,-2.77,
FGG,Future Generation Global,Apr-21,2021,1.47,1.72,1.58,-14.43,-6.77,
FGG,Future Generation Global,May-21,2021,1.52,1.7,1.56,-10.64,-2.86,
FGG,Future Generation Global,Jun-21,2021,1.54,1.77,1.61,-12.85,-4.41,
FGG,Future Generation Global,Jul-21,2021,1.58,1.79,1.63,-11.62,-2.81,
FGG,Future Generation Global,Aug-21,2021,1.65,1.84,1.66,-10.53,-0.98,
FGG,Future Generation Global,Sep-21,2021,1.59,1.77,1.62,-10.68,-1.95,
FGG,Future Generation Global,Oct-21,2021,1.57,1.79,1.6,-12.36,-1.78,
FGG,Future Generation Global,Nov-21,2021,1.59,1.75,1.59,-9.68,-0.55,
FGG,Future Generation Global,Dec-21,2021,1.61,1.74,1.6,-7.74,0.41,
FGG,Future Generation Global,Jan-22,2022,1.44,1.64,1.53,-12.08,-5.71,
FGG,Future Generation Global,Feb-22,2022,1.36,1.55,1.47,-12.53,-7.45,
FGG,Future Generation Global,Mar-22,2022,1.37,1.51,1.44,-9.18,-4.66,
FGG,Future Generation Global,Apr-22,2022,1.38,1.44,1.39,-4.78,-1.25,
FGG,Future Generation Global,May-22,2022,1.24,1.41,1.35,-12.44,-8.19,
FGG,Future Generation Global,Jun-22,2022,1.07,1.33,1.31,-19.64,-18.48,
FGG,Future Generation Global,Jul-22,2022,1.2,1.39,1.35,-13.59,-11.18,
FGG,Future Generation Global,Aug-22,2022,1.18,1.36,1.33,-13.32,-11.51,
FGG,Future Generation Global,Sep-22,2022,1.11,1.31,1.29,-15.16,-14.27,
FGG,Future Generation Global,Oct-22,2022,1.14,1.39,1.31,-18.1,-13.62,
FGG,Future Generation Global,Nov-22,2022,1.2,1.37,1.35,-12.65,-11.35,
FGG,Future Generation Global,Dec-22,2022,1.14,1.31,1.31,-13.27,-13.13,
FGG,Future Generation Global,Jan-23,2023,1.19,1.37,1.35,-13.33,-12.06,
FGG,Future Generation Global,Feb-23,2023,1.2,1.38,1.35,-13.09,-11.67,
FGG,Future Generation Global,Mar-23,2023,1.19,1.42,1.38,-16.49,-14.37,
FGG,Future Generation Global,Apr-23,2023,1.16,1.45,1.37,-19.92,-15.25,
FGG,Future Generation Global,May-23,2023,1.13,1.41,1.37,-20.43,-18.03,
FGG,Future Generation Global,Jun-23,2023,1.16,1.44,1.39,-19.72,-16.8,
FGG,Future Generation Global,Jul-23,2023,1.2,1.47,1.41,-18.22,-14.89,
FGG,Future Generation Global,Aug-23,2023,1.2,1.48,1.42,-18.92,-15.49,
PIC,Perpetual Equity Investment Company Limited,Dec-14,2015,0.98,0.97,0.98,0.72,-0.1,
PIC,Perpetual Equity Investment Company Limited,Jan-15,2015,0.97,0.98,0.98,-1.23,-1.93,
PIC,Perpetual Equity Investment Company Limited,Feb-15,2015,0.99,0.99,0.99,0.2,-0.2,
PIC,Perpetual Equity Investment Company Limited,Mar-15,2015,0.97,0.99,1,-2.41,-2.71,
PIC,Perpetual Equity Investment Company Limited,Apr-15,2015,0.98,1,1,-2,-2,
PIC,Perpetual Equity Investment Company Limited,May-15,2015,0.98,1.01,1.01,-3.08,-2.99,
PIC,Perpetual Equity Investment Company Limited,Jun-15,2015,0.95,0.99,1,-4.23,-4.62,
PIC,Perpetual Equity Investment Company Limited,Jul-15,2016,1,1.04,1.03,-3.86,-3.12,
PIC,Perpetual Equity Investment Company Limited,Aug-15,2016,0.97,1.01,1.01,-4.55,-4.46,
PIC,Perpetual Equity Investment Company Limited,Sep-15,2016,0.95,0.99,1,-4.04,-4.71,
PIC,Perpetual Equity Investment Company Limited,Oct-15,2016,0.99,1.05,1.04,-5.35,-4.53,
PIC,Perpetual Equity Investment Company Limited,Nov-15,2016,0.99,1.05,1.04,-5.98,-5.17,
PIC,Perpetual Equity Investment Company Limited,Dec-15,2016,0.98,1.05,1.04,-7.41,-6.52,
PIC,Perpetual Equity Investment Company Limited,Jan-16,2016,0.95,1.03,1.03,-7.59,-7.41,
PIC,Perpetual Equity Investment Company Limited,Feb-16,2016,0.93,0.99,0.99,-6.19,-6.85,
PIC,Perpetual Equity Investment Company Limited,Mar-16,2016,0.93,1.01,1.01,-8.51,-8.78,
PIC,Perpetual Equity Investment Company Limited,Apr-16,2016,0.94,1.03,1.03,-8.78,-8.96,
PIC,Perpetual Equity Investment Company Limited,May-16,2016,0.95,1.05,1.04,-9.66,-9.4,
PIC,Perpetual Equity Investment Company Limited,Jun-16,2016,0.93,1.02,1.02,-9.31,-9.31,
PIC,Perpetual Equity Investment Company Limited,Jul-16,2017,0.96,1.07,1.06,-10.66,-9.56,
PIC,Perpetual Equity Investment Company Limited,Aug-16,2017,0.96,1.07,1.05,-10.03,-8.75,
PIC,Perpetual Equity Investment Company Limited,Sep-16,2017,0.96,1.05,1.05,-8.83,-8.13,
PIC,Perpetual Equity Investment Company Limited,Oct-16,2017,0.96,1.04,1.04,-8.26,-7.91,
PIC,Perpetual Equity Investment Company Limited,Nov-16,2017,0.97,1.07,1.06,-9.09,-8.32,
PIC,Perpetual Equity Investment Company Limited,Dec-16,2017,0.99,1.1,1.08,-10.08,-8.59,
PIC,Perpetual Equity Investment Company Limited,Jan-17,2017,1,1.1,1.09,-9.42,-7.92,
PIC,Perpetual Equity Investment Company Limited,Feb-17,2017,1.05,1.07,1.06,-2.25,-1.42,
PIC,Perpetual Equity Investment Company Limited,Mar-17,2017,1.02,1.1,1.08,-7.1,-5.64,
PIC,Perpetual Equity Investment Company Limited,Apr-17,2017,1.02,1.12,1.1,-8.85,-7.19,
PIC,Perpetual Equity Investment Company Limited,May-17,2017,1.04,1.11,1.1,-6.84,-5.74,
PIC,Perpetual Equity Investment Company Limited,Jun-17,2017,1.04,1.11,1.1,-6.5,-5.65,
PIC,Perpetual Equity Investment Company Limited,Jul-17,2018,1.06,1.11,1.1,-4.07,-3.37,
PIC,Perpetual Equity Investment Company Limited,Aug-17,2018,1.06,1.09,1.08,-3.02,-2.12,
PIC,Perpetual Equity Investment Company Limited,Sep-17,2018,1.06,1.11,1.1,-4.68,-3.37,
PIC,Perpetual Equity Investment Company Limited,Oct-17,2018,1.11,1.15,1.12,-3.14,-1.25,
PIC,Perpetual Equity Investment Company Limited,Nov-17,2018,1.14,1.16,1.14,-1.72,0.18,
PIC,Perpetual Equity Investment Company Limited,Dec-17,2018,1.18,1.18,1.15,-0.34,1.91,
PIC,Perpetual Equity Investment Company Limited,Jan-18,2018,1.16,1.16,1.14,-0.52,1.14,
PIC,Perpetual Equity Investment Company Limited,Feb-18,2018,1.15,1.1,1.09,4.38,4.66,
PIC,Perpetual Equity Investment Company Limited,Mar-18,2018,1.11,1.09,1.09,1.47,1.38,
PIC,Perpetual Equity Investment Company Limited,Apr-18,2018,1.14,1.13,1.12,1.06,2.06,
PIC,Perpetual Equity Investment Company Limited,May-18,2018,1.13,1.12,1.12,0.09,0.72,
PIC,Perpetual Equity Investment Company Limited,Jun-18,2018,1.17,1.16,1.14,1.21,2.72,
PIC,Perpetual Equity Investment Company Limited,Jul-18,2019,1.21,1.17,1.15,3.24,5.03,
PIC,Perpetual Equity Investment Company Limited,Aug-18,2019,1.15,1.18,1.16,-2.13,-0.69,
PIC,Perpetual Equity Investment Company Limited,Sep-18,2019,1.16,1.17,1.15,-0.68,0.52,
PIC,Perpetual Equity Investment Company Limited,Oct-18,2019,1.09,1.08,1.08,0.93,0.74,
PIC,Perpetual Equity Investment Company Limited,Nov-18,2019,1.07,1.05,1.06,1.82,0.76,
PIC,Perpetual Equity Investment Company Limited,Dec-18,2019,1.05,1.04,1.06,0.1,-0.95,
PIC,Perpetual Equity Investment Company Limited,Jan-19,2019,1.06,1.06,1.07,-0.75,-1.22,
PIC,Perpetual Equity Investment Company Limited,Feb-19,2019,1.06,1.1,1.1,-4.26,-4.09,
PIC,Perpetual Equity Investment Company Limited,Mar-19,2019,1.05,1.1,1.1,-4.11,-4.2,
PIC,Perpetual Equity Investment Company Limited,Apr-19,2019,1.02,1.09,1.08,-6.71,-6.28,
PIC,Perpetual Equity Investment Company Limited,May-19,2019,1.01,1.1,1.1,-8.88,-8.22,
PIC,Perpetual Equity Investment Company Limited,Jun-19,2019,1.04,1.13,1.12,-8.29,-6.89,
PIC,Perpetual Equity Investment Company Limited,Jul-19,2020,1.08,1.15,1.13,-6.2,-4.61,
PIC,Perpetual Equity Investment Company Limited,Aug-19,2020,1.04,1.11,1.11,-7.01,-6.42,
PIC,Perpetual Equity Investment Company Limited,Sep-19,2020,1.06,1.13,1.12,-6.19,-5.61,
PIC,Perpetual Equity Investment Company Limited,Oct-19,2020,1.03,1.1,1.09,-6.39,-5.88,
PIC,Perpetual Equity Investment Company Limited,Nov-19,2020,1.04,1.13,1.12,-8.29,-6.98,
PIC,Perpetual Equity Investment Company Limited,Dec-19,2020,1.07,1.12,1.11,-5,-4.05,
PIC,Perpetual Equity Investment Company Limited,Jan-20,2020,1.08,1.13,1.12,-5.04,-3.93,
PIC,Perpetual Equity Investment Company Limited,Feb-20,2020,0.97,1.05,1.06,-7.92,-8.96,
PIC,Perpetual Equity Investment Company Limited,Mar-20,2020,0.8,0.89,0.94,-9.6,-15.16,
PIC,Perpetual Equity Investment Company Limited,Apr-20,2020,0.85,0.98,0.99,-13.62,-14.49,
PIC,Perpetual Equity Investment Company Limited,May-20,2020,0.93,1.07,1.05,-13.15,-12.07,
PIC,Perpetual Equity Investment Company Limited,Jun-20,2020,0.91,1.04,1.05,-12.9,-13.48,
PIC,Perpetual Equity Investment Company Limited,Jul-20,2021,0.96,1.05,1.05,-8.61,-9.05,
PIC,Perpetual Equity Investment Company Limited,Aug-20,2021,0.99,1.1,1.09,-10.24,-9.42,
PIC,Perpetual Equity Investment Company Limited,Sep-20,2021,0.98,1.07,1.06,-8.88,-8.02,
PIC,Perpetual Equity Investment Company Limited,Oct-20,2021,1,1.09,1.07,-8,-6.63,
PIC,Perpetual Equity Investment Company Limited,Nov-20,2021,1.1,1.21,1.16,-8.71,-5.01,
PIC,Perpetual Equity Investment Company Limited,Dec-20,2021,1.17,1.23,1.18,-4.49,-0.51,
PIC,Perpetual Equity Investment Company Limited,Jan-21,2021,1.13,1.19,1.15,-5.46,-2.51,
PIC,Perpetual Equity Investment Company Limited,Feb-21,2021,1.14,1.26,1.2,-9.71,-5.65,
PIC,Perpetual Equity Investment Company Limited,Mar-21,2021,1.26,1.32,1.24,-4.56,1.13,
PIC,Perpetual Equity Investment Company Limited,Apr-21,2021,1.26,1.35,1.26,-6.6,0.24,
PIC,Perpetual Equity Investment Company Limited,May-21,2021,1.31,1.36,1.28,-3.89,2.66,
PIC,Perpetual Equity Investment Company Limited,Jun-21,2021,1.3,1.39,1.3,-6.14,0.08,
PIC,Perpetual Equity Investment Company Limited,Jul-21,2022,1.3,1.37,1.3,-5.25,0.15,
PIC,Perpetual Equity Investment Company Limited,Aug-21,2022,1.3,1.42,1.34,-8.93,-3.65,
PIC,Perpetual Equity Investment Company Limited,Sep-21,2022,1.28,1.4,1.33,-8.99,-4.14,
PIC,Perpetual Equity Investment Company Limited,Oct-21,2022,1.31,1.4,1.33,-6.85,-1.73,
PIC,Perpetual Equity Investment Company Limited,Nov-21,2022,1.29,1.33,1.29,-3.23,0.31,
PIC,Perpetual Equity Investment Company Limited,Dec-21,2022,1.3,1.39,1.33,-6.34,-2.03,
PIC,Perpetual Equity Investment Company Limited,Jan-22,2022,1.29,1.36,1.31,-5.24,-1.91,
PIC,Perpetual Equity Investment Company Limited,Feb-22,2022,1.35,1.37,1.33,-1.24,1.5,
PIC,Perpetual Equity Investment Company Limited,Mar-22,2022,1.36,1.37,1.33,-0.58,2.1,
PIC,Perpetual Equity Investment Company Limited,Apr-22,2022,1.28,1.33,1.31,-4.28,-2.52,
PIC,Perpetual Equity Investment Company Limited,May-22,2022,1.26,1.31,1.29,-3.6,-2.1,
PIC,Perpetual Equity Investment Company Limited,Jun-22,2022,1.16,1.17,1.19,-0.77,-2.6,
PIC,Perpetual Equity Investment Company Limited,Jul-22,2023,1.2,1.2,1.22,0.17,-1.64,
PIC,Perpetual Equity Investment Company Limited,Aug-22,2023,1.26,1.27,1.27,-0.4,-0.4,
PIC,Perpetual Equity Investment Company Limited,Sep-22,2023,1.18,1.16,1.18,1.21,-0.68,
PIC,Perpetual Equity Investment Company Limited,Oct-22,2023,1.18,1.23,1.23,-4.47,-4.78,
PIC,Perpetual Equity Investment Company Limited,Nov-22,2023,1.19,1.29,1.28,-7.75,-6.81,
PIC,Perpetual Equity Investment Company Limited,Dec-22,2023,1.17,1.26,1.25,-7.69,-7.1,
PIC,Perpetual Equity Investment Company Limited,Jan-23,2023,1.24,1.32,1.29,-5.99,-4.02,
PIC,Perpetual Equity Investment Company Limited,Feb-23,2023,1.21,1.31,1.29,-7.56,-6.27,
PIC,Perpetual Equity Investment Company Limited,Mar-23,2023,1.18,1.29,1.27,-8.77,-7.19,
PIC,Perpetual Equity Investment Company Limited,Apr-23,2023,1.21,1.31,1.28,-7.84,-5.76,
PIC,Perpetual Equity Investment Company Limited,May-23,2023,1.2,1.27,1.25,-5.98,-4.48,
PIC,Perpetual Equity Investment Company Limited,Jun-23,2023,1.17,1.3,1.28,-10.18,-8.77,
PIC,Perpetual Equity Investment Company Limited,Jul-23,2024,1.21,1.31,1.29,-8.23,-6.66,
PIC,Perpetual Equity Investment Company Limited,Aug-23,2024,1.26,1.29,1.28,-2.49,-1.57,
RG8,Regal Asian Investments Limited,Nov-19,2020,2.3,2.52,2.52,-8.73,-8.73,
RG8,Regal Asian Investments Limited,Dec-19,2020,2.32,2.43,2.43,-4.53,-4.53,
RG8,Regal Asian Investments Limited,Jan-20,2020,2.27,2.53,2.53,-10.28,-10.28,
RG8,Regal Asian Investments Limited,Feb-20,2020,2.15,2.55,2.55,-15.69,-15.69,
RG8,Regal Asian Investments Limited,Mar-20,2020,2.18,2.7,2.7,-19.26,-19.26,
RG8,Regal Asian Investments Limited,Apr-20,2020,2.18,2.58,2.58,-15.5,-15.5,
RG8,Regal Asian Investments Limited,May-20,2020,2.09,2.53,2.52,-17.39,-17.06,
RG8,Regal Asian Investments Limited,Jun-20,2020,1.91,2.5,2.5,-23.8,-23.8,
RG8,Regal Asian Investments Limited,Jul-20,2021,1.93,2.42,2.42,-20.25,-20.25,
RG8,Regal Asian Investments Limited,Aug-20,2021,1.93,2.51,2.51,-23.31,-23.31,
RG8,Regal Asian Investments Limited,Sep-20,2021,1.9,2.56,2.56,-25.78,-25.78,
RG8,Regal Asian Investments Limited,Oct-20,2021,2,2.46,2.46,-18.7,-18.7,
RG8,Regal Asian Investments Limited,Nov-20,2021,2.26,2.63,2.63,-14.07,-14.07,
RG8,Regal Asian Investments Limited,Dec-20,2021,2.27,2.74,2.74,-17.15,-17.15,
RG8,Regal Asian Investments Limited,Jan-21,2021,2.29,2.77,2.77,-17.33,-17.33,
RG8,Regal Asian Investments Limited,Feb-21,2021,2.32,2.78,2.78,-16.55,-16.55,
RG8,Regal Asian Investments Limited,Mar-21,2021,2.33,2.82,2.82,-17.38,-17.38,
RG8,Regal Asian Investments Limited,Apr-21,2021,2.32,2.79,2.79,-16.85,-16.85,
RG8,Regal Asian Investments Limited,May-21,2021,2.39,2.82,2.82,-15.25,-15.25,
RG8,Regal Asian Investments Limited,Jun-21,2021,2.43,2.8,2.75,-13.21,-11.64,
RG8,Regal Asian Investments Limited,Jul-21,2022,2.29,2.6,2.61,-11.92,-12.26,
RG8,Regal Asian Investments Limited,Aug-21,2022,2.12,2.51,2.53,-15.54,-16.21,
RG8,Regal Asian Investments Limited,Sep-21,2022,2.04,2.48,2.52,-17.74,-19.05,
RG8,Regal Asian Investments Limited,Oct-21,2022,2.15,2.58,2.56,-16.67,-16.02,
RG8,Regal Asian Investments Limited,Nov-21,2022,2.11,2.57,2.56,-17.9,-17.58,
RG8,Regal Asian Investments Limited,Dec-21,2022,2.09,2.59,2.57,-19.31,-18.68,
RG8,Regal Asian Investments Limited,Jan-22,2022,2.04,2.45,2.47,-16.73,-17.41,
RG8,Regal Asian Investments Limited,Feb-22,2022,2.01,2.36,2.4,-14.83,-16.25,
RG8,Regal Asian Investments Limited,Mar-22,2022,2.02,2.34,2.38,-13.68,-15.13,
RG8,Regal Asian Investments Limited,Apr-22,2022,1.92,2.24,2.33,-14.51,-17.81,
RG8,Regal Asian Investments Limited,May-22,2022,1.84,2.22,2.32,-17.34,-20.91,
RG8,Regal Asian Investments Limited,Jun-22,2022,1.79,2.22,2.28,-19.37,-21.49,
RG8,Regal Asian Investments Limited,Jul-22,2023,1.85,2.22,2.28,-16.89,-19.08,
RG8,Regal Asian Investments Limited,Aug-22,2023,1.89,2.36,2.34,-19.92,-19.23,
RG8,Regal Asian Investments Limited,Sep-22,2023,1.85,2.31,2.31,-19.91,-19.91,
RG8,Regal Asian Investments Limited,Oct-22,2023,1.94,2.44,2.41,-20.49,-19.5,
RG8,Regal Asian Investments Limited,Nov-22,2023,2.03,2.41,2.41,-15.77,-15.77,
RG8,Regal Asian Investments Limited,Dec-22,2023,2.17,2.37,2.39,-8.44,-9.21,
RG8,Regal Asian Investments Limited,Jan-23,2023,2.14,2.48,2.46,-13.71,-13.01,
RG8,Regal Asian Investments Limited,Feb-23,2023,2.06,2.33,2.34,-11.59,-11.97,
RG8,Regal Asian Investments Limited,Mar-23,2023,2.08,2.41,2.41,-13.69,-13.69,
RG8,Regal Asian Investments Limited,Apr-23,2023,1.99,2.29,2.32,-13.32,-14.44,
RG8,Regal Asian Investments Limited,May-23,2023,1.97,2.25,2.26,-12.67,-13.05,
RG8,Regal Asian Investments Limited,Jun-23,2023,2.09,2.29,2.33,-8.73,-10.3,
RG8,Regal Asian Investments Limited,Jul-23,2024,2.02,2.37,2.37,-14.77,-14.77,
RG8,Regal Asian Investments Limited,Aug-23,2024,1.93,2.25,2.26,-14.22,-14.6,
ALI,Argo Global Listed Infrastructure Limited,Jul-15,2016,1.99,2,2,-0.5,-0.5,
ALI,Argo Global Listed Infrastructure Limited,Aug-15,2016,1.94,1.98,1.97,-2.02,-1.52,
ALI,Argo Global Listed Infrastructure Limited,Sep-15,2016,1.97,1.96,1.96,0.51,0.51,
ALI,Argo Global Listed Infrastructure Limited,Oct-15,2016,1.95,2.01,2,-3.23,-2.75,
ALI,Argo Global Listed Infrastructure Limited,Nov-15,2016,1.73,1.91,1.93,-9.42,-10.36,
ALI,Argo Global Listed Infrastructure Limited,Dec-15,2016,1.75,1.87,1.89,-6.42,-7.41,
ALI,Argo Global Listed Infrastructure Limited,Jan-16,2016,1.72,1.93,1.93,-11.14,-11.14,
ALI,Argo Global Listed Infrastructure Limited,Feb-16,2016,1.73,1.93,1.93,-10.36,-10.36,
ALI,Argo Global Listed Infrastructure Limited,Mar-16,2016,1.8,1.92,1.92,-6.25,-6.25,
ALI,Argo Global Listed Infrastructure Limited,Apr-16,2016,1.81,1.95,1.94,-7.18,-6.7,
ALI,Argo Global Listed Infrastructure Limited,May-16,2016,1.92,2.03,2,-5.42,-4,
ALI,Argo Global Listed Infrastructure Limited,Jun-16,2016,1.84,2.06,2.02,-10.92,-9.16,
ALI,Argo Global Listed Infrastructure Limited,Jul-16,2017,1.9,2.03,2.02,-6.65,-6.19,
ALI,Argo Global Listed Infrastructure Limited,Aug-16,2017,1.87,1.97,1.98,-5.08,-5.56,
ALI,Argo Global Listed Infrastructure Limited,Sep-16,2017,1.76,1.96,1.97,-10.46,-10.91,
ALI,Argo Global Listed Infrastructure Limited,Oct-16,2017,1.74,1.91,1.94,-9.16,-10.57,
ALI,Argo Global Listed Infrastructure Limited,Nov-16,2017,1.68,1.88,1.91,-10.9,-12.3,
ALI,Argo Global Listed Infrastructure Limited,Dec-16,2017,1.68,1.96,1.97,-14.54,-14.97,
ALI,Argo Global Listed Infrastructure Limited,Jan-17,2017,1.67,1.91,1.93,-12.83,-13.73,
ALI,Argo Global Listed Infrastructure Limited,Feb-17,2017,1.68,1.95,1.96,-13.85,-14.29,
ALI,Argo Global Listed Infrastructure Limited,Mar-17,2017,1.73,2,1.99,-13.5,-13.07,
ALI,Argo Global Listed Infrastructure Limited,Apr-17,2017,1.82,2.07,2.04,-12.32,-11.03,
ALI,Argo Global Listed Infrastructure Limited,May-17,2017,1.87,2.14,2.09,-12.85,-10.77,
ALI,Argo Global Listed Infrastructure Limited,Jun-17,2017,1.85,2.06,2.04,-10.19,-9.31,
ALI,Argo Global Listed Infrastructure Limited,Jul-17,2018,1.77,2.03,2.02,-13.05,-12.62,
ALI,Argo Global Listed Infrastructure Limited,Aug-17,2018,1.79,2.06,2.04,-13.11,-12.25,
ALI,Argo Global Listed Infrastructure Limited,Sep-17,2018,1.74,2.05,2.03,-15.12,-14.29,
ALI,Argo Global Listed Infrastructure Limited,Oct-17,2018,1.8,2.12,2.08,-15.09,-13.46,
ALI,Argo Global Listed Infrastructure Limited,Nov-17,2018,1.91,2.2,2.14,-13.18,-10.75,
ALI,Argo Global Listed Infrastructure Limited,Dec-17,2018,1.9,2.1,2.07,-9.76,-8.45,
ALI,Argo Global Listed Infrastructure Limited,Jan-18,2018,1.76,2.05,2.04,-14.39,-13.97,
ALI,Argo Global Listed Infrastructure Limited,Feb-18,2018,1.76,2,2,-12,-12,
